gpa,family_income,is_orphan,is_displaced,region,high_school_type,has_verification,gender,faculty,Status
92.5,389.92,0,0,Hirshabelle,Public,1,Female,CS,1
52.9,138.9,1,0,Banadir,Public,1,Female,CS,1
90.0,85.11,0,1,Koonfur Galbeed,Public,1,Female,Eng,1
96.4,95.89,0,1,Galmudug,Public,1,Female,Eng,1
88.6,281.55,0,0,Somaliland,Public,1,Female,Eng,1
84.9,231.27,0,1,Somaliland,Public,1,Female,Eng,1
91.9,610.27,0,0,Galmudug,Private,1,Female,CS,1
52.0,188.38,1,0,Banadir,Public,1,Female,CS,1
60.1,108.8,0,0,Hirshabelle,Public,1,Female,Eng,1
56.2,829.91,0,1,Jubaland,Public,1,Male,Medicine,1
75.2,522.69,0,0,Puntland,Private,1,Female,Eng,1
87.3,364.93,1,0,Koonfur Galbeed,Public,1,Male,CS,1
81.5,472.65,0,1,Galmudug,Private,1,Male,Medicine,0
92.6,146.96,0,0,Puntland,Public,1,Male,Agri,1
57.8,105.12,0,0,Galmudug,Public,1,Male,CS,1
86.7,124.82,0,1,Somaliland,Public,1,Female,CS,1
59.7,459.36,0,1,Hirshabelle,Private,1,Male,Eng,1
63.5,327.77,1,0,Jubaland,Public,1,Female,Eng,1
85.5,61.56,0,0,Koonfur Galbeed,Public,1,Male,Agri,1
99.0,263.96,0,1,Koonfur Galbeed,Public,1,Male,Agri,1
80.6,113.71,0,0,Banadir,Public,1,Male,Eng,1
52.7,663.64,1,0,Somaliland,Private,1,Female,CS,1
80.8,338.24,1,0,Puntland,Public,1,Female,Medicine,1
52.1,256.73,1,0,Jubaland,Public,1,Male,Agri,0
94.2,195.05,0,1,Puntland,Private,1,Female,Medicine,1
85.5,89.14,1,0,Jubaland,Public,1,Female,Agri,1
58.7,278.71,1,0,Puntland,Private,1,Female,Eng,1
54.6,192.76,0,0,Galmudug,Private,1,Male,CS,0
59.2,386.53,0,0,Jubaland,Private,1,Female,Medicine,1
99.0,126.79,1,0,Koonfur Galbeed,Public,1,Female,Eng,1
72.9,255.9,0,1,Koonfur Galbeed,Private,0,Female,CS,0
89.2,70.16,1,1,Galmudug,Private,1,Male,Medicine,1
81.8,93.64,0,0,Jubaland,Public,1,Female,Eng,1
78.6,91.96,0,0,Hirshabelle,Public,1,Male,CS,1
57.3,131.9,0,0,Galmudug,Private,1,Female,Medicine,1
97.3,427.76,1,0,Banadir,Private,1,Female,Eng,1
65.1,167.8,1,0,Somaliland,Public,1,Male,Eng,1
78.9,190.3,0,0,Koonfur Galbeed,Private,1,Male,Medicine,1
85.0,65.62,0,1,Somaliland,Public,1,Female,Agri,1
82.5,162.8,0,1,Banadir,Public,1,Female,Agri,1
97.0,173.71,0,0,Hirshabelle,Private,0,Male,Medicine,1
57.4,127.36,1,1,Koonfur Galbeed,Private,1,Female,CS,1
75.4,248.97,0,0,Galmudug,Public,1,Male,Eng,1
70.2,177.96,0,0,Galmudug,Private,1,Female,CS,1
73.7,83.32,0,1,Somaliland,Public,1,Male,Agri,1
56.0,219.61,1,0,Somaliland,Private,1,Female,Eng,1
56.7,180.37,0,0,Koonfur Galbeed,Public,1,Female,Medicine,1
63.9,127.27,1,1,Koonfur Galbeed,Private,1,Male,Eng,1
65.2,55.01,0,0,Jubaland,Public,1,Female,Medicine,1
71.4,148.93,0,1,Somaliland,Public,1,Male,Agri,1
80.5,499.14,1,0,Puntland,Private,1,Male,CS,1
81.7,385.42,0,1,Banadir,Public,1,Female,Agri,1
70.6,209.9,1,0,Jubaland,Public,1,Female,CS,1
70.4,89.05,0,0,Jubaland,Private,1,Male,Eng,1
60.9,323.24,1,0,Galmudug,Private,1,Male,Agri,1
79.4,363.48,1,1,Hirshabelle,Public,1,Male,Medicine,1
65.9,58.8,1,0,Somaliland,Public,1,Male,CS,1
51.8,526.21,0,1,Puntland,Public,1,Female,Agri,1
70.9,553.98,1,0,Hirshabelle,Private,1,Male,Agri,1
73.7,95.94,1,0,Hirshabelle,Public,1,Female,Medicine,1
61.3,130.87,0,0,Jubaland,Private,1,Male,Medicine,1
78.6,62.97,0,0,Banadir,Private,1,Male,Agri,1
78.3,347.84,1,1,Jubaland,Private,1,Female,CS,1
85.1,184.78,0,0,Galmudug,Private,1,Female,Eng,1
82.4,277.74,1,1,Koonfur Galbeed,Private,1,Male,Medicine,1
82.6,246.03,1,0,Jubaland,Public,1,Male,CS,1
65.8,299.59,0,0,Jubaland,Private,1,Male,Agri,1
89.4,163.39,0,1,Somaliland,Private,1,Female,Medicine,1
77.5,103.47,0,1,Somaliland,Private,1,Male,Agri,1
71.6,157.0,0,1,Banadir,Private,1,Male,Eng,1
81.3,81.63,1,0,Banadir,Private,1,Female,Medicine,1
68.0,811.15,0,1,Hirshabelle,Public,1,Female,Medicine,1
75.6,150.42,0,1,Somaliland,Public,1,Female,Medicine,1
86.8,109.33,1,0,Hirshabelle,Private,1,Male,Agri,1
94.3,131.06,0,1,Somaliland,Public,1,Female,Eng,1
96.1,136.08,1,0,Koonfur Galbeed,Private,0,Male,Eng,1
75.2,177.33,0,1,Puntland,Private,1,Female,Medicine,1
76.0,178.0,0,1,Puntland,Public,1,Male,CS,1
90.0,114.35,0,1,Galmudug,Public,1,Female,CS,1
65.7,180.0,1,1,Hirshabelle,Public,1,Male,Eng,1
91.9,785.64,1,1,Puntland,Public,1,Male,Medicine,1
74.7,73.49,1,1,Jubaland,Private,1,Female,Medicine,1
55.8,88.44,1,0,Puntland,Private,0,Male,Medicine,0
53.6,696.85,1,0,Hirshabelle,Private,1,Female,Medicine,1
92.1,360.51,1,0,Jubaland,Public,1,Female,Eng,1
52.8,662.04,0,0,Galmudug,Public,1,Female,Eng,1
64.0,274.3,1,1,Puntland,Public,1,Male,Agri,1
66.7,425.84,1,1,Somaliland,Public,1,Female,CS,1
58.6,66.27,1,0,Galmudug,Private,1,Male,Eng,1
65.7,408.93,0,0,Somaliland,Private,1,Male,CS,1
87.1,199.62,0,1,Galmudug,Public,0,Male,Agri,1
50.7,440.69,1,0,Puntland,Private,1,Male,Eng,1
91.4,220.18,0,1,Somaliland,Public,1,Male,Medicine,1
92.8,51.48,0,1,Banadir,Private,0,Male,Agri,1
68.6,119.29,1,0,Banadir,Public,1,Male,Medicine,1
57.7,91.71,0,0,Puntland,Public,1,Male,CS,0
80.0,298.88,0,0,Jubaland,Public,1,Male,Medicine,1
56.0,249.04,0,0,Puntland,Public,1,Female,CS,1
68.2,115.91,0,0,Banadir,Public,1,Male,Agri,1
97.9,147.3,1,0,Koonfur Galbeed,Private,1,Female,Eng,1
99.8,94.94,1,0,Jubaland,Private,0,Female,Eng,1
88.6,90.82,1,0,Hirshabelle,Private,1,Male,Agri,1
65.5,69.6,1,0,Hirshabelle,Public,1,Female,Eng,1
84.4,184.66,1,1,Banadir,Private,1,Male,Medicine,1
85.3,107.05,0,0,Galmudug,Public,1,Male,CS,1
69.4,160.5,1,1,Koonfur Galbeed,Public,1,Female,Medicine,1
82.0,203.99,0,0,Jubaland,Private,1,Male,Agri,1
50.5,210.61,0,0,Koonfur Galbeed,Private,1,Male,Agri,0
60.5,93.25,1,0,Koonfur Galbeed,Public,1,Male,Eng,1
76.3,115.08,1,1,Jubaland,Private,1,Male,CS,1
58.2,52.57,0,0,Banadir,Public,1,Male,CS,1
58.3,146.88,1,0,Galmudug,Public,1,Female,Agri,1
91.8,300.19,0,0,Koonfur Galbeed,Public,0,Male,CS,1
99.5,56.68,0,1,Galmudug,Public,1,Female,Eng,1
77.8,377.51,0,0,Hirshabelle,Public,1,Male,Medicine,1
92.0,459.28,0,0,Jubaland,Private,1,Female,Medicine,1
99.5,200.69,0,1,Somaliland,Public,1,Female,Eng,1
57.1,378.26,0,0,Koonfur Galbeed,Private,1,Female,Agri,1
72.4,161.39,0,0,Puntland,Public,1,Female,Eng,1
69.6,109.29,0,1,Jubaland,Public,1,Male,Medicine,0
54.0,61.41,1,0,Puntland,Private,1,Female,Medicine,1
87.8,59.16,1,0,Galmudug,Private,1,Male,Agri,1
71.7,380.17,1,0,Koonfur Galbeed,Private,1,Female,Eng,0
73.5,547.73,0,0,Koonfur Galbeed,Public,1,Female,Medicine,1
57.5,192.46,1,1,Puntland,Private,0,Female,Eng,1
59.0,451.67,1,1,Hirshabelle,Public,1,Male,CS,1
95.4,234.6,0,0,Koonfur Galbeed,Public,1,Female,CS,1
52.2,352.1,0,0,Hirshabelle,Public,1,Female,Agri,1
61.6,220.09,0,1,Jubaland,Private,1,Female,Eng,1
64.6,212.48,0,1,Puntland,Private,1,Female,CS,1
74.5,126.75,0,0,Jubaland,Private,1,Female,CS,0
79.3,219.43,0,1,Hirshabelle,Private,0,Female,Agri,1
74.7,104.1,0,0,Galmudug,Public,1,Female,Eng,1
54.2,60.33,1,1,Somaliland,Public,1,Male,Eng,1
62.2,188.15,0,0,Puntland,Private,1,Female,CS,1
92.2,67.74,0,0,Galmudug,Private,1,Male,Agri,1
81.9,152.32,1,1,Somaliland,Private,1,Female,Agri,1
82.5,53.97,0,1,Jubaland,Private,1,Male,Medicine,1
83.5,221.74,0,0,Koonfur Galbeed,Public,0,Male,Medicine,0
88.1,118.12,0,0,Banadir,Private,1,Male,Eng,1
52.9,73.87,0,1,Puntland,Private,1,Male,Agri,1
68.3,146.29,0,0,Koonfur Galbeed,Public,0,Male,Eng,1
77.0,140.64,0,0,Koonfur Galbeed,Public,1,Male,Agri,1
66.9,315.48,0,1,Somaliland,Public,1,Male,Eng,1
92.2,503.95,1,0,Koonfur Galbeed,Public,1,Male,Medicine,1
74.1,303.55,1,0,Puntland,Private,1,Female,Medicine,1
88.4,72.95,0,0,Banadir,Public,1,Male,Agri,1
92.6,98.23,0,1,Somaliland,Private,1,Female,CS,1
75.2,1191.09,0,0,Jubaland,Public,1,Male,CS,0
95.5,143.95,1,1,Banadir,Public,1,Male,Eng,1
79.4,141.65,1,1,Puntland,Private,1,Male,Medicine,1
92.5,352.95,0,1,Hirshabelle,Public,1,Male,Agri,1
67.0,342.31,0,0,Galmudug,Private,1,Female,CS,1
74.9,75.22,0,0,Galmudug,Public,1,Female,Medicine,1
76.6,212.34,1,0,Koonfur Galbeed,Public,1,Male,CS,1
55.2,72.4,1,0,Puntland,Private,1,Female,Eng,1
69.9,377.18,0,1,Koonfur Galbeed,Private,1,Male,Eng,1
95.9,64.14,0,1,Somaliland,Public,1,Female,Medicine,1
81.5,188.13,0,0,Koonfur Galbeed,Private,1,Male,Medicine,1
58.9,424.35,1,0,Hirshabelle,Public,1,Male,CS,1
66.9,154.9,1,1,Puntland,Private,1,Male,Eng,1
59.6,273.72,0,0,Puntland,Private,1,Male,Agri,1
51.2,209.65,0,1,Jubaland,Private,1,Female,Eng,1
96.4,410.02,0,0,Jubaland,Private,0,Female,CS,1
72.4,600.72,0,1,Puntland,Private,1,Female,Eng,1
65.4,277.52,1,1,Puntland,Private,1,Female,CS,1
79.9,516.35,0,0,Koonfur Galbeed,Private,1,Male,CS,1
50.4,127.91,1,0,Hirshabelle,Private,1,Female,CS,1
63.9,192.02,0,1,Puntland,Public,1,Female,CS,1
85.2,157.49,0,0,Hirshabelle,Private,0,Female,CS,1
81.7,531.36,0,0,Puntland,Private,1,Male,Eng,1
99.1,356.11,0,0,Jubaland,Private,1,Female,CS,1
81.0,117.47,0,0,Banadir,Public,1,Female,Eng,1
73.9,134.41,1,1,Galmudug,Public,1,Male,Agri,1
88.1,617.7,0,0,Puntland,Public,1,Female,Eng,1
95.2,99.64,0,0,Puntland,Private,1,Female,Medicine,1
86.0,141.72,0,1,Puntland,Public,1,Female,Eng,1
98.2,132.16,0,0,Puntland,Private,1,Female,CS,1
89.1,54.86,1,0,Banadir,Public,1,Male,Medicine,1
93.3,210.65,1,1,Jubaland,Public,1,Female,Medicine,1
55.7,146.92,0,1,Koonfur Galbeed,Private,1,Female,Agri,1
86.6,73.75,1,0,Somaliland,Public,1,Male,Agri,1
72.0,53.16,1,1,Hirshabelle,Private,1,Female,Agri,1
77.7,149.25,1,0,Jubaland,Public,1,Male,Eng,1
82.7,359.25,0,0,Puntland,Public,1,Female,Medicine,1
98.5,327.81,0,1,Banadir,Private,1,Male,Agri,1
99.2,98.94,0,1,Hirshabelle,Private,1,Male,Agri,1
64.4,115.0,1,0,Banadir,Private,0,Male,Medicine,0
86.7,169.62,1,0,Somaliland,Public,1,Male,Agri,1
87.5,67.21,0,0,Banadir,Private,1,Female,Agri,1
67.3,233.75,0,0,Hirshabelle,Private,1,Male,Medicine,1
56.2,103.59,1,1,Koonfur Galbeed,Private,0,Female,CS,1
52.0,433.28,1,1,Somaliland,Public,0,Male,CS,0
88.9,237.95,0,0,Somaliland,Private,1,Male,Eng,1
74.5,117.29,1,0,Jubaland,Public,1,Female,CS,1
99.3,348.29,0,0,Jubaland,Public,1,Male,Medicine,1
73.2,461.6,0,0,Somaliland,Private,1,Male,Eng,1
98.9,191.18,0,1,Somaliland,Private,1,Female,Agri,1
70.6,107.83,1,0,Puntland,Private,1,Male,Agri,1
89.7,647.65,1,0,Puntland,Public,1,Female,Eng,1
54.2,414.01,0,1,Galmudug,Public,1,Female,Medicine,1
77.8,489.13,0,1,Hirshabelle,Private,1,Female,CS,1
90.1,251.13,0,0,Hirshabelle,Public,1,Male,Eng,1
96.2,238.02,0,0,Jubaland,Private,1,Male,CS,1
91.1,264.32,0,0,Hirshabelle,Public,1,Female,Eng,1
51.8,82.44,0,0,Galmudug,Private,1,Female,Agri,1
68.6,218.74,0,0,Somaliland,Private,0,Female,Eng,0
52.4,84.3,0,1,Somaliland,Private,0,Male,Eng,0
55.5,103.55,0,0,Jubaland,Public,1,Female,Eng,1
83.8,121.16,1,0,Somaliland,Private,1,Female,Agri,1
85.7,310.48,0,1,Hirshabelle,Public,1,Female,Medicine,1
88.7,179.49,1,0,Puntland,Private,1,Female,Medicine,1
93.3,179.31,1,1,Banadir,Private,1,Male,CS,1
87.0,243.83,0,1,Jubaland,Private,0,Male,Eng,1
90.0,178.46,0,1,Banadir,Private,0,Male,CS,1
52.4,276.87,0,1,Puntland,Private,1,Female,Medicine,0
61.7,63.88,0,1,Somaliland,Public,0,Female,Eng,0
81.1,141.63,0,1,Banadir,Private,1,Male,CS,1
92.9,184.27,0,0,Puntland,Private,0,Male,Eng,1
50.2,71.0,0,0,Jubaland,Private,1,Male,CS,1
75.7,160.61,0,0,Somaliland,Public,1,Male,CS,1
83.9,162.81,0,0,Koonfur Galbeed,Private,1,Male,CS,1
51.5,271.27,1,0,Banadir,Public,1,Female,CS,1
70.1,120.89,0,0,Hirshabelle,Public,1,Female,Agri,1
94.8,247.53,0,0,Galmudug,Private,1,Male,Agri,1
83.6,296.1,1,0,Galmudug,Public,1,Male,Eng,1
61.9,262.35,0,0,Galmudug,Public,1,Male,Eng,1
92.6,107.65,1,1,Banadir,Private,1,Male,Eng,1
67.4,285.07,0,0,Hirshabelle,Public,1,Male,Agri,1
92.7,266.26,0,1,Somaliland,Private,1,Male,Medicine,1
64.9,120.2,1,0,Galmudug,Private,1,Male,CS,1
79.5,97.9,0,1,Somaliland,Public,1,Male,Eng,1
69.8,117.36,0,1,Somaliland,Private,1,Female,Agri,1
63.7,81.18,1,0,Galmudug,Public,1,Male,CS,1
94.3,197.73,1,1,Koonfur Galbeed,Private,1,Male,Medicine,1
59.4,183.52,1,0,Koonfur Galbeed,Public,1,Male,Medicine,1
54.2,157.03,0,0,Hirshabelle,Private,1,Male,Medicine,0
67.1,113.09,0,1,Jubaland,Private,1,Female,Eng,1
85.9,69.57,1,0,Jubaland,Public,1,Male,Medicine,1
90.4,461.93,0,0,Koonfur Galbeed,Private,0,Male,Agri,1
99.9,203.69,0,0,Puntland,Private,1,Female,Eng,1
64.8,323.3,1,0,Koonfur Galbeed,Private,1,Male,CS,1
70.4,371.93,0,0,Galmudug,Public,1,Male,Agri,1
56.8,325.05,0,0,Galmudug,Public,1,Male,Eng,1
78.7,150.08,0,0,Galmudug,Private,1,Male,Medicine,1
99.9,229.79,0,1,Hirshabelle,Public,1,Female,Medicine,1
85.0,58.21,1,0,Galmudug,Public,1,Female,Agri,1
79.8,356.85,1,0,Banadir,Public,1,Male,Medicine,1
69.6,478.29,0,1,Hirshabelle,Public,1,Male,CS,1
95.8,542.75,0,0,Hirshabelle,Public,1,Male,Medicine,1
74.8,100.05,0,0,Koonfur Galbeed,Public,1,Female,CS,1
56.7,94.84,0,1,Koonfur Galbeed,Private,1,Female,Eng,1
68.3,173.19,0,1,Koonfur Galbeed,Private,1,Male,CS,1
53.4,234.23,1,0,Banadir,Private,1,Female,Eng,1
60.1,215.56,0,0,Galmudug,Public,1,Male,Medicine,1
50.9,409.73,0,1,Koonfur Galbeed,Private,1,Female,Agri,0
72.7,186.04,1,1,Koonfur Galbeed,Private,1,Male,Medicine,1
81.7,180.88,0,0,Jubaland,Private,1,Male,Agri,1
67.2,189.73,1,0,Koonfur Galbeed,Private,1,Female,Agri,1
71.0,152.06,0,0,Koonfur Galbeed,Public,1,Female,CS,1
98.0,148.93,0,0,Banadir,Private,1,Male,Eng,1
87.6,119.57,1,1,Koonfur Galbeed,Private,1,Female,CS,1
77.0,77.34,0,1,Galmudug,Public,1,Male,Agri,1
64.2,105.21,0,0,Galmudug,Public,1,Male,Eng,1
94.8,77.11,0,1,Puntland,Public,1,Female,CS,1
61.8,170.37,1,1,Koonfur Galbeed,Public,1,Female,CS,1
66.3,708.35,0,0,Somaliland,Private,1,Male,Medicine,0
95.5,208.68,0,1,Somaliland,Private,1,Female,Agri,1
76.5,191.65,1,0,Somaliland,Private,0,Female,Eng,0
87.1,197.38,1,0,Koonfur Galbeed,Private,1,Male,CS,1
79.5,94.72,0,0,Jubaland,Public,1,Female,Medicine,1
82.7,169.71,0,0,Banadir,Public,1,Male,Medicine,1
65.0,91.19,0,1,Banadir,Private,1,Female,Eng,1
62.1,246.99,0,0,Koonfur Galbeed,Private,1,Male,CS,1
66.1,383.15,0,0,Puntland,Public,1,Male,Medicine,1
57.8,94.58,0,0,Hirshabelle,Private,1,Male,Agri,1
93.7,541.58,0,0,Banadir,Public,1,Male,Medicine,1
64.2,449.69,0,0,Koonfur Galbeed,Private,1,Male,Eng,0
78.1,50.32,1,1,Galmudug,Public,1,Female,Medicine,1
89.6,130.7,0,0,Puntland,Public,1,Male,Medicine,1
89.2,88.63,1,0,Koonfur Galbeed,Public,1,Male,Eng,1
71.9,80.62,1,1,Somaliland,Private,1,Male,CS,1
73.8,367.23,0,0,Koonfur Galbeed,Public,1,Male,CS,1
99.7,276.28,1,1,Galmudug,Public,1,Male,Agri,1
83.7,169.23,1,0,Jubaland,Private,1,Female,Agri,1
90.7,343.47,0,0,Banadir,Private,1,Male,Eng,1
95.1,310.92,1,1,Puntland,Public,1,Female,CS,1
89.4,67.1,0,1,Banadir,Private,1,Female,CS,1
59.3,65.02,1,1,Hirshabelle,Private,1,Male,CS,1
78.1,305.79,0,0,Banadir,Public,1,Female,Agri,1
55.1,68.37,0,0,Banadir,Private,1,Male,Agri,1
82.6,389.75,0,1,Banadir,Public,1,Female,Medicine,1
97.8,236.36,1,0,Koonfur Galbeed,Private,1,Female,Agri,1
75.6,280.1,0,1,Koonfur Galbeed,Public,1,Female,CS,1
71.6,145.97,0,0,Hirshabelle,Public,1,Female,Eng,1
51.8,106.12,0,1,Banadir,Private,1,Male,CS,1
98.0,123.44,0,0,Jubaland,Private,1,Male,Medicine,1
55.2,72.68,1,0,Koonfur Galbeed,Private,1,Female,Agri,1
52.1,126.79,1,0,Banadir,Public,1,Male,Agri,1
62.3,261.22,0,0,Hirshabelle,Private,1,Female,CS,1
53.3,421.98,0,1,Banadir,Private,1,Male,CS,1
72.8,61.46,0,0,Hirshabelle,Private,1,Male,Eng,1
75.8,405.54,0,0,Jubaland,Public,1,Male,CS,1
65.6,599.17,1,1,Koonfur Galbeed,Private,1,Female,Eng,1
52.5,523.37,1,1,Somaliland,Private,1,Male,Eng,1
55.6,192.3,0,0,Hirshabelle,Public,0,Male,CS,0
69.2,404.4,0,1,Hirshabelle,Public,1,Female,CS,0
53.0,308.28,0,0,Somaliland,Private,1,Male,CS,0
84.9,186.8,0,1,Galmudug,Private,1,Male,Agri,1
60.4,200.07,0,0,Jubaland,Public,1,Male,Medicine,1
65.1,81.84,1,0,Jubaland,Public,1,Male,Eng,1
69.7,361.63,0,0,Hirshabelle,Private,1,Male,Medicine,1
70.8,64.34,1,0,Puntland,Public,1,Female,Eng,1
50.1,257.24,0,0,Banadir,Public,1,Male,CS,1
55.6,747.05,0,0,Jubaland,Private,1,Male,CS,1
93.1,306.72,0,1,Hirshabelle,Private,1,Male,Eng,1
50.1,195.44,0,0,Puntland,Public,1,Male,Eng,1
75.4,135.67,0,0,Somaliland,Private,1,Male,CS,1
74.5,389.8,0,1,Galmudug,Private,1,Female,Medicine,1
66.7,67.03,1,1,Jubaland,Private,1,Female,Agri,1
71.6,171.67,0,1,Galmudug,Private,1,Male,CS,1
89.0,318.38,1,0,Jubaland,Public,1,Male,CS,1
92.1,123.62,1,0,Hirshabelle,Private,1,Female,Medicine,1
63.0,138.88,0,0,Koonfur Galbeed,Public,1,Male,CS,1
66.1,66.66,0,0,Jubaland,Private,1,Male,Eng,1
62.1,79.13,0,0,Jubaland,Private,1,Male,Eng,1
74.0,55.34,0,1,Puntland,Private,1,Male,Medicine,1
84.2,127.04,1,1,Jubaland,Public,1,Female,Eng,1
61.4,182.42,1,1,Hirshabelle,Private,1,Female,Medicine,1
66.5,121.6,0,0,Jubaland,Public,0,Male,Eng,0
96.5,112.72,0,1,Galmudug,Public,1,Male,CS,1
52.4,258.02,1,0,Somaliland,Private,0,Male,Medicine,0
73.0,548.02,1,1,Galmudug,Private,1,Female,Eng,1
85.6,185.54,0,0,Galmudug,Public,1,Male,Medicine,1
57.5,191.79,1,0,Jubaland,Private,0,Male,CS,0
52.4,109.95,0,0,Koonfur Galbeed,Private,1,Female,Medicine,1
56.9,134.12,0,1,Koonfur Galbeed,Public,1,Female,Eng,1
95.9,124.16,0,1,Puntland,Private,1,Male,CS,1
50.5,601.63,0,1,Puntland,Public,1,Male,Eng,1
59.4,273.59,1,1,Koonfur Galbeed,Public,1,Male,Eng,1
51.6,326.31,0,1,Somaliland,Public,1,Female,Eng,1
55.5,88.61,0,1,Somaliland,Private,1,Female,CS,1
81.0,361.26,0,0,Hirshabelle,Private,1,Female,Agri,1
62.1,154.72,0,1,Galmudug,Public,1,Male,CS,0
78.5,76.82,0,0,Banadir,Public,1,Male,Agri,1
79.5,234.58,0,0,Banadir,Private,1,Male,Eng,1
92.5,78.71,1,0,Hirshabelle,Private,1,Male,CS,1
50.2,158.73,0,0,Hirshabelle,Private,1,Male,Eng,1
92.7,73.74,1,1,Somaliland,Private,1,Male,Medicine,1
81.0,191.87,0,1,Koonfur Galbeed,Private,1,Male,Medicine,1
58.1,90.68,1,0,Banadir,Private,1,Female,Medicine,1
88.6,93.38,1,1,Koonfur Galbeed,Public,1,Female,Eng,1
92.8,79.21,0,0,Banadir,Public,1,Male,Eng,1
62.7,57.6,0,0,Galmudug,Public,1,Male,Agri,1
95.9,74.11,1,0,Hirshabelle,Private,1,Female,CS,1
72.7,318.25,0,0,Galmudug,Private,1,Male,Eng,1
80.2,134.95,1,0,Hirshabelle,Private,1,Male,Eng,1
99.2,371.95,0,0,Somaliland,Public,1,Female,Eng,1
68.1,530.65,0,0,Somaliland,Public,1,Male,Medicine,1
90.7,571.02,0,0,Puntland,Private,1,Male,Medicine,0
65.9,63.14,1,1,Banadir,Public,1,Female,Eng,1
90.0,191.0,0,0,Puntland,Private,1,Female,Medicine,1
80.0,69.25,1,0,Puntland,Public,1,Male,CS,1
60.8,432.45,1,0,Hirshabelle,Private,0,Female,Medicine,0
70.7,323.3,0,0,Puntland,Private,1,Male,CS,1
65.9,130.77,0,0,Puntland,Public,0,Female,CS,1
53.9,138.49,0,0,Hirshabelle,Public,1,Female,CS,0
51.5,196.17,0,1,Jubaland,Private,1,Female,Eng,1
67.3,260.96,1,0,Puntland,Public,1,Female,Agri,1
51.0,384.71,0,1,Galmudug,Private,1,Female,Medicine,0
58.3,70.85,0,0,Puntland,Public,1,Male,CS,1
86.3,198.27,1,0,Hirshabelle,Public,0,Female,Agri,1
85.4,136.25,0,0,Banadir,Public,1,Male,CS,1
86.9,107.51,0,0,Galmudug,Public,0,Male,Agri,1
65.9,271.43,0,0,Galmudug,Public,1,Male,Eng,1
94.5,142.51,0,0,Somaliland,Public,1,Male,CS,1
79.7,304.34,1,0,Galmudug,Private,1,Female,Medicine,1
56.3,365.4,0,1,Somaliland,Private,1,Male,Medicine,1
57.2,135.2,0,0,Galmudug,Public,1,Male,Eng,1
84.7,53.06,0,0,Puntland,Public,1,Male,CS,1
58.6,684.62,0,1,Jubaland,Private,1,Female,Agri,0
75.4,270.08,1,0,Hirshabelle,Private,1,Female,Eng,1
99.6,458.73,0,1,Koonfur Galbeed,Public,0,Female,Agri,1
50.2,67.07,1,1,Somaliland,Private,1,Male,Agri,1
50.8,75.08,1,1,Jubaland,Public,1,Female,CS,1
99.7,61.09,0,0,Jubaland,Private,0,Male,Medicine,1
79.2,94.24,1,0,Koonfur Galbeed,Private,1,Male,Agri,1
56.3,51.59,0,1,Koonfur Galbeed,Private,1,Female,Medicine,1
94.9,427.51,1,1,Galmudug,Private,0,Male,CS,1
94.0,117.99,0,1,Hirshabelle,Public,1,Female,CS,1
76.8,337.68,0,0,Banadir,Private,1,Male,CS,1
81.1,371.6,0,0,Hirshabelle,Private,1,Female,Agri,1
63.7,369.01,0,0,Hirshabelle,Public,1,Male,Medicine,1
52.5,169.32,1,0,Hirshabelle,Public,1,Female,Eng,1
79.7,683.72,0,0,Galmudug,Private,1,Male,Agri,1
64.7,448.89,0,1,Koonfur Galbeed,Public,1,Female,CS,1
83.2,624.91,0,0,Galmudug,Private,1,Female,Eng,1
91.8,209.38,1,1,Hirshabelle,Public,1,Male,CS,1
50.9,417.82,1,1,Puntland,Public,1,Male,CS,1
79.8,160.46,0,0,Galmudug,Public,1,Female,CS,1
61.6,288.24,0,0,Jubaland,Private,1,Male,Medicine,1
93.7,266.47,0,1,Koonfur Galbeed,Private,1,Male,Medicine,1
62.7,63.37,1,0,Koonfur Galbeed,Public,1,Female,Medicine,1
80.5,90.51,1,0,Hirshabelle,Private,1,Male,CS,1
77.7,328.87,0,1,Puntland,Public,1,Female,CS,1
69.8,54.74,1,1,Jubaland,Private,1,Female,Eng,1
83.9,313.66,0,1,Banadir,Private,1,Male,CS,1
86.3,208.81,1,1,Koonfur Galbeed,Public,1,Male,Agri,1
78.3,896.73,0,0,Puntland,Private,1,Female,Agri,1
87.9,56.19,0,1,Galmudug,Public,1,Female,Eng,1
99.2,180.24,0,1,Jubaland,Private,1,Female,Eng,1
71.0,621.89,0,1,Koonfur Galbeed,Public,1,Female,Eng,1
75.7,51.57,1,1,Hirshabelle,Private,1,Male,Eng,1
50.6,241.68,0,1,Hirshabelle,Private,1,Male,Agri,1
89.8,127.83,1,1,Galmudug,Public,1,Female,Agri,1
76.0,102.3,1,0,Banadir,Public,1,Female,Medicine,1
70.4,294.09,1,1,Koonfur Galbeed,Private,1,Male,Eng,1
54.7,162.69,1,0,Banadir,Public,1,Male,Agri,1
94.5,203.17,0,0,Jubaland,Private,1,Male,CS,1
69.8,50.03,0,1,Somaliland,Public,1,Female,Medicine,1
84.1,190.81,0,1,Somaliland,Public,1,Male,Eng,1
57.5,64.37,0,0,Koonfur Galbeed,Private,0,Male,Eng,0
98.1,168.41,1,0,Puntland,Public,1,Male,Medicine,1
58.9,66.14,0,0,Galmudug,Public,1,Female,CS,1
60.0,248.11,0,0,Puntland,Private,1,Female,CS,1
